https://www.mobilmax.cz/aligator-a321-senior-stolni-nabijecka-bily	Aligator A321 Senior + stolní nabíječka červený	745	615.668	Skladem	1022077	8595181127810	Aligator	
https://www.mobilmax.cz/aligator-a675-senior-stolni-nabijecka-cerny	Aligator A675 senior + stolní nabíječka červený	1058	874.3312	Skladem	1024993	8595181192429	Aligator	
https://www.mobilmax.cz/aligator-a720-4g-senior-stolni-nabijecka-cerna	Aligator A720 4G Senior + stolní nabíječka červená	1190	983.416	Skladem	1031186	8596426102265	Aligator	
https://www.mobilmax.cz/aligator-a830-senior-35-palce-stolni-nabijecka-cervena	Aligator A830 Senior 3,5 palce + stolní nabíječka černá	1290	1066.056	Skladem	1031698	8595181196090	Aligator	
https://www.mobilmax.cz/aligator-d210-dual-sim-bilo-cerny	Aligator D210 Dual Sim bílo černý	489	404.1096	Skladem	1031554	8595181161753	Aligator	
https://www.mobilmax.cz/aligator-d210-dual-sim-cerno-modry	Aligator D210 Dual Sim černo červený	489	404.1096	Skladem	1026209	8595181161746	Aligator	
https://www.mobilmax.cz/aligator-d950-dual-sim-antracit-sedy	Aligator D950 dual SIM zlatý	1190	983.416	Skladem	1026289	8595181198131	Aligator	
https://www.mobilmax.cz/aligator-hotwav-t7-8gb128gb-extremo-outdoor-cerny	Aligator Hotwav T7 8GB/128GB Extremo Outdoor červený - černý	3468	2865.9552	Skladem	1033599	6971593175496	Aligator	
https://www.mobilmax.cz/aligator-hotwav-t7-pro-12gb256gb-extremo-outdoor-cerny	Aligator Hotwav T7 PRO 12GB/256GB Extremo Outdoor černý	4298	3551.8672	Skladem	1033600	6971593175809	Aligator	
https://www.mobilmax.cz/aligator-r35-extremo-cerny	Aligator R35 eXtremo černý	1490	1231.336	Skladem	1032558	8596426108281	Aligator	
https://www.mobilmax.cz/aligator-rx850-extremo-outdoor-4gb64gb-nfc-oranzovy-cerny	Aligator RX850 eXtremo Outdoor 4GB/64GB NFC zelený - černý	2798	2312.2672	Skladem	1031117	8596426105891	Aligator	
https://www.mobilmax.cz/aligator-s6550-3gb-128gb-duo-modry	Aligator S6550 3GB + 128GB Duo modrý	2478	2047.8192	Skladem	1029078	8596426102906	Aligator	
https://www.mobilmax.cz/aligator-v650-senior-cerveny-stolni-nabijecka	ALIGATOR V650 New Senior USB-C konektor černý + stolní nabíječka	1279	1056.9656	Skladem	1020520	8595181113912	Aligator	
https://www.mobilmax.cz/cpa-halo-19-lte-cerveny	CPA Halo 19 LTE červený pouze pro T-mobile a O2	888	733.8432	Skladem	1029948	8595097777369	CPA	
https://www.mobilmax.cz/cpa-halo-21-senior-usb-c-nabijeci-stojanek-modry	CPA Halo 21 Senior, USB-C, nabíjecí stojánek černý	990	818.136	Skladem	1031360	8595097777987	CPA	
https://www.mobilmax.cz/cpa-halo-25-senior-v-usb-c-2x-lcd-nabijeci-stojanek-cerny	CPA Halo 25 Senior V, USB-C, 2x LCD, nabíjecí stojánek červený	1249	1032.1736	Skladem	1031359	8595097777994	CPA	
https://www.mobilmax.cz/cpa-halo-28-senior-s-nabijecim-stojankem-usb-c-zlaty	CPA Halo 28 Senior s nabíjecím stojánkem USB-C černý	1089	899.9496	Skladem	1031200	8595097778014	CPA	
https://www.mobilmax.cz/cpa-halo-3-senior-s-nabijecim-stojankem-usb-c-cerny	CPA Halo 3 Senior s nabíjecím stojánkem USB-C červený	990	818.136	Skladem	1028611	5902983617716	CPA	
https://www.mobilmax.cz/cpa-halo-c-senior-s-nabijecim-stojankem-stribrno-cerny	CPA Halo C Senior s nabíjecím stojánkem stříbrno-černý	990	818.136	Skladem	1024879	5902983609315	CPA	
https://www.mobilmax.cz/doogee-blade-10-4gb128gb-kevlar-red	Doogee Blade 10 4GB/128GB Kevlar Red	3790	3132.056	Skladem	1033560	6923740216415	Doogee	
https://www.mobilmax.cz/doogee-blade-10-pro-6gb256gb-mirage-silver	Doogee Blade 10 Pro 6GB/256GB Mirage Silver	4590	3793.176	Skladem	1033561	6923740215012	Doogee	
https://www.mobilmax.cz/doogee-s41t-dualsim-4gb64gb-lte-ip69k-black	Doogee S41T DualSIM 4GB/64GB LTE IP69K Black	2988	2469.2832	Skladem	1032201	6924351684433	Doogee	
https://www.mobilmax.cz/infinix-hot-40i-8gb-256gb-horizon-gold	Infinix Hot 40i 8GB + 256GB Starlit Black	2998	2477.5472	Skladem	1033381	4894947012884	INFINIX	
https://www.mobilmax.cz/motorola-moto-g04-ds-4gb-64gb-sunrise-orange	Motorola Moto G04 DS 4GB + 64GB Satin Blue	1949	1610.6536	Skladem	1032216	0840023261077	Motorola	
https://www.mobilmax.cz/motorola-moto-g54-5g-ds-12gb-256gb-power-edition-pearl-blue	Motorola Moto G54 5G 12GB + 256GB Power Edition Midnight Blue	4598	3799.7872	Skladem	1030995	840023254987	Motorola	
https://www.mobilmax.cz/motorola-moto-g54-5g-4gb-128gb-midnight-blue	Motorola Moto G54 5G 4GB + 128GB Midnight Blue	3670	3032.888	Skladem	1032935	840023249389	Motorola	
https://www.mobilmax.cz/myphone-6320-ds-cerny	MyPhone 6320 DS černý	789	652.0296	Skladem	1033724	5902983617112	MyPhone	
